Date,.dMIWD00000G,.dMIEF00000G,.dMIEA00000G,JPY=,US10YT=RR,Updated at 17:32:01,US3MT=RR
2009-08-17,455.71,65220.86,2174.74,94.48,3.4721,2009-05-19 00:00:00,0.183
2009-08-14,466.74,67175.03,2221.16,94.91,3.5725,2009-05-18 00:00:00,0.172
2009-08-13,469.21,67265.73,2229.04,95.38,3.5969,2009-05-15 00:00:00,0.165
2009-08-12,464.94,66375.44,2208.46,96.06,3.7113,2009-05-14 00:00:00,0.162
2009-08-11,462.26,66791.85,2200.74,95.94,3.6717,2009-05-13 00:00:00,0.177
2009-08-10,466.69,67198.69,2216.11,97.11,3.7725,2009-05-12 00:00:00,0.188
2009-08-07,467.03,66913.72,2213.25,97.55,3.8542,2009-05-11 00:00:00,0.17
2009-08-06,463.31,67087.57,2200.25,95.44,3.7560,2009-05-08 00:00:00,0.18
2009-08-05,463.26,66971.22,2182.35,94.91,3.7618,2009-05-07 00:00:00,0.188
2009-08-04,465.44,67292.82,2198.67,95.26,3.6865,2009-05-06 00:00:00,0.188
2009-08-03,464.82,67513.26,2200.58,95.25,3.6373,2009-05-05 00:00:00,0.193
2009-07-31,458.66,66401.82,2175.88,94.66,3.4815,2009-05-04 00:00:00,0.188
2009-07-30,457.04,65686.72,2168.15,95.52,3.6152,2009-05-01 00:00:00,0.155
2009-07-29,450.67,65021.11,2132.25,95.03,3.6641,2009-04-30 00:00:00,0.132
2009-07-28,451.91,65876.44,2125.00,94.54,3.6856,2009-04-29 00:00:00,0.101
2009-07-27,453.41,65644.58,2134.53,95.18,3.7249,2009-04-28 00:00:00,0.127
2009-07-24,451.17,65032.80,2121.99,94.77,3.6598,2009-04-27 00:00:00,0.096
2009-07-23,449.48,64782.01,2113.41,94.96,3.6575,2009-04-24 00:00:00,0.106
2009-07-22,441.30,63720.30,2085.39,93.59,3.5443,2009-04-23 00:00:00,0.106
2009-07-21,441.21,64020.34,2079.05,93.68,3.4843,2009-04-22 00:00:00,0.137
2009-07-20,438.33,63910.20,2055.55,94.19,3.6122,2009-04-21 00:00:00,0.152
2009-07-17,433.07,62443.87,2037.15,94.17,3.6491,2009-04-20 00:00:00,0.132
2009-07-16,431.27,61795.16,2023.52,93.79,3.5728,2009-04-17 00:00:00,0.142
2009-07-15,428.05,61416.95,2011.19,94.26,3.6135,2009-04-16 00:00:00,0.137
2009-07-14,417.59,59697.36,1972.72,93.59,3.4742,2009-04-15 00:00:00,0.152
2009-07-13,413.11,58682.81,1944.19,92.97,3.3595,2009-04-14 00:00:00,0.177
2009-07-10,408.23,59465.99,1932.46,92.52,3.3045,2009-04-13 00:00:00,0.177
2009-07-09,410.29,59670.74,1945.63,92.93,3.4125,2009-04-09 00:00:00,0.188
2009-07-08,409.26,59435.14,1945.70,92.81,3.3062,2009-04-08 00:00:00,0.183
2009-07-07,412.38,59911.66,1971.64,94.86,3.4544,2009-04-07 00:00:00,0.198
2009-07-06,417.18,60051.49,1981.23,95.36,3.5100,2009-04-06 00:00:00,0.193
2009-07-03,419.77,60855.09,2001.71,96.03,3.5023,2009-04-03 00:00:00,0.208
2009-07-02,419.96,60801.20,2005.36,95.92,3.5023,2009-04-02 00:00:00,0.213
2009-07-01,428.95,61093.13,2042.96,96.59,3.5481,2009-04-01 00:00:00,0.208
2009-06-30,425.69,60411.63,2020.93,96.31,3.5365,2009-03-31 00:00:00,0.208
2009-06-29,427.94,60830.41,2024.04,96.13,3.4806,2009-03-30 00:00:00,0.142
2009-06-26,424.83,60641.52,2010.11,95.22,3.5286,2009-03-27 00:00:00,0.137
2009-06-25,424.10,60042.61,2006.69,95.90,3.5437,2009-03-26 00:00:00,0.147
2009-06-24,418.84,59244.64,2002.54,95.72,3.6890,2009-03-25 00:00:00,0.193
2009-06-23,413.81,58246.41,1972.60,95.21,3.6247,2009-03-24 00:00:00,0.213
2009-06-22,415.57,59106.54,1990.71,95.93,3.6849,2009-03-23 00:00:00,0.208
2009-06-19,425.49,59811.89,2025.15,96.26,3.7729,2009-03-20 00:00:00,0.208
2009-06-18,422.46,59362.20,2004.82,96.59,3.8297,2009-03-19 00:00:00,0.198
2009-06-17,421.35,59916.81,2004.62,95.69,3.6901,2009-03-18 00:00:00,0.208
2009-06-16,424.50,60701.04,2025.42,96.37,3.6627,2009-03-17 00:00:00,0.238
2009-06-15,429.49,61268.73,2048.38,97.82,3.7152,2009-03-16 00:00:00,0.233
2009-06-12,439.06,62573.81,2090.15,98.40,3.8034,2009-03-13 00:00:00,0.208
2009-06-11,439.03,62702.71,2089.15,97.55,3.8622,2009-03-12 00:00:00,0.203
2009-06-10,436.40,62515.88,2077.17,98.20,3.9475,2009-03-11 00:00:00,0.228
2009-06-09,433.46,61298.15,2049.10,97.40,3.8678,2009-03-10 00:00:00,0.243
2009-06-08,433.31,61612.60,2052.94,98.43,3.8974,2009-03-09 00:00:00,0.213
2009-06-05,434.99,62263.50,2063.30,98.64,3.8398,2009-03-06 00:00:00,0.208
2009-06-04,433.63,61812.65,2048.73,96.57,3.7157,2009-03-05 00:00:00,0.183
2009-06-03,431.61,61879.80,2053.07,95.92,3.5359,2009-03-04 00:00:00,0.254
2009-06-02,437.25,62687.92,2073.80,95.65,3.6127,2009-03-03 00:00:00,0.264
2009-06-01,436.97,63097.68,2070.72,96.56,3.6804,2009-03-02 00:00:00,0.243
2009-05-29,426.48,61231.29,2027.17,95.29,3.4613,2009-02-27 00:00:00,0.254
2009-05-28,422.92,60756.56,2018.03,96.94,3.6122,2009-02-26 00:00:00,0.274
2009-05-27,420.45,60235.91,2031.09,95.30,3.7381,2009-02-25 00:00:00,0.304
2009-05-26,421.92,59245.05,2016.52,95.00,3.5467,2009-02-24 00:00:00,0.299
2009-05-25,416.23,59532.11,2005.80,94.84,3.4495,2009-02-23 00:00:00,0.279
2009-05-22,415.50,59430.34,2000.06,94.77,3.4495,2009-02-20 00:00:00,0.274
2009-05-21,416.04,59300.72,2005.68,94.45,3.3681,2009-02-19 00:00:00,0.31
2009-05-20,423.19,60317.67,2038.29,94.85,3.1949,2009-02-18 00:00:00,0.315
2009-05-19,422.41,59889.46,2026.38,96.01,3.2448,2009-02-17 00:00:00,0.299
2009-05-18,418.33,58895.47,1992.31,96.24,3.2411,2009-02-13 00:00:00,0.304
2009-05-15,410.12,57294.95,1975.28,95.19,3.1341,2009-02-12 00:00:00,0.299
2009-05-14,410.39,56826.37,1958.17,95.87,3.0921,2009-02-11 00:00:00,0.32
2009-05-13,410.24,57464.60,1974.51,95.40,3.1122,2009-02-10 00:00:00,0.32
2009-05-12,418.74,58079.89,2003.73,96.41,3.1783,2009-02-09 00:00:00,0.284
2009-05-11,420.30,58194.16,2018.19,97.53,3.1764,2009-02-06 00:00:00,0.294
2009-05-08,425.97,58515.67,2033.44,98.55,3.2893,2009-02-05 00:00:00,0.294
2009-05-07,418.29,57905.90,2006.32,99.24,3.3397,2009-02-04 00:00:00,0.304
2009-05-06,419.45,58025.38,1985.58,98.43,3.1555,2009-02-03 00:00:00,0.32
2009-05-05,413.66,57329.51,1965.57,98.89,3.1687,2009-02-02 00:00:00,0.264
2009-05-04,413.53,57090.03,1958.12,98.92,3.1495,2009-01-30 00:00:00,0.243
2009-05-01,402.13,54440.79,1927.99,99.08,3.1571,2009-01-29 00:00:00,0.228
2009-04-30,400.41,54413.79,1922.44,98.56,3.1187,2009-01-28 00:00:00,0.183
2009-04-29,396.61,53511.46,1883.76,97.50,3.1073,2009-01-27 00:00:00,0.142
2009-04-28,389.08,52145.88,1854.82,96.38,3.0204,2009-01-26 00:00:00,0.117
2009-04-27,393.05,52832.81,1888.77,96.63,2.9139,2009-01-23 00:00:00,0.101
2009-04-24,395.67,53823.70,1886.44,97.15,2.9978,2009-01-22 00:00:00,0.106
2009-04-23,389.96,53458.13,1860.68,98.05,2.9286,2009-01-21 00:00:00,0.122
2009-04-22,387.06,52585.95,1856.10,97.97,2.9397,2009-01-20 00:00:00,0.117
2009-04-21,386.95,52632.91,1839.55,98.65,2.9025,2009-01-16 00:00:00,0.117
2009-04-20,384.64,53012.97,1853.48,97.95,2.8488,2009-01-15 00:00:00,0.106
2009-04-17,396.34,53447.20,1892.02,99.13,2.9507,2009-01-14 00:00:00,0.106
2009-04-16,393.17,53736.02,1864.39,99.27,2.8395,2009-01-13 00:00:00,0.117
2009-04-15,388.19,53575.50,1841.78,99.39,2.7717,2009-01-12 00:00:00,0.066
2009-04-14,386.99,53419.29,1853.57,98.78,2.7900,2009-01-09 00:00:00,0.066
2009-04-13,389.02,53021.89,1839.70,100.03,2.8634,2009-01-08 00:00:00,0.081
2009-04-10,387.58,52420.47,1837.97,100.22,2.9281,2009-01-07 00:00:00,0.101
2009-04-09,387.58,52420.47,1835.18,100.37,2.9281,2009-01-06 00:00:00,0.137
2009-04-08,376.10,50965.09,1792.88,99.71,2.8596,2009-01-05 00:00:00,0.091
2009-04-07,374.86,51348.25,1800.47,100.50,2.9000,2009-01-02 00:00:00,0.081
2009-04-06,380.63,51633.24,1814.82,100.98,2.9320,2008-12-31 00:00:00,0.127
2009-04-03,382.39,51416.86,1820.11,100.30,2.8950,2008-12-30 00:00:00,0.081
2009-04-02,381.30,51187.80,1830.08,99.55,2.7790,2008-12-29 00:00:00,0.02
2009-04-01,367.86,49251.70,1749.43,98.54,2.6520,2008-12-26 00:00:00,0.02
2009-03-31,361.94,48494.51,1722.69,98.84,2.6680,2008-12-24 00:00:00,0.015
2009-03-30,357.00,48113.48,1694.92,97.29,2.7230,2008-12-23 00:00:00,0.015
2009-03-27,370.36,49985.44,1763.14,97.85,2.7625,2008-12-22 00:00:00,0.015
2009-03-26,375.71,50322.50,1778.60,98.74,2.7444,2008-12-19 00:00:00,0.02
2009-03-25,369.38,49500.72,1761.70,97.58,2.7935,2008-12-18 00:00:00,0.005
2009-03-24,366.74,49090.59,1750.72,97.75,2.7100,2008-12-17 00:00:00,0.005
2009-03-23,369.25,48975.60,1740.18,97.02,2.6541,2008-12-16 00:00:00,0.015
2009-03-20,351.45,46858.55,1687.95,95.90,2.6326,2008-12-15 00:00:00,0.025
2009-03-19,354.84,47168.21,1685.01,94.46,2.6113,2008-12-12 00:00:00,0.036
2009-03-18,355.53,46702.26,1675.81,95.85,2.5470,2008-12-11 00:00:00,0.005
2009-03-17,352.00,46422.30,1676.79,98.60,3.0122,2008-12-10 00:00:00,0.015
2009-03-16,345.98,46295.60,1668.69,98.17,2.9566,2008-12-09 00:00:00,0.03
2009-03-13,342.77,45820.22,1628.95,97.95,2.8957,2008-12-08 00:00:00,0.008
2009-03-12,338.64,44966.83,1601.61,97.76,2.8627,2008-12-05 00:00:00,0.025
2009-03-11,332.18,44721.18,1604.51,97.20,2.9103,2008-12-04 00:00:00,0.018
2009-03-10,329.49,44150.48,1584.98,98.69,3.0118,2008-12-03 00:00:00,0.015
2009-03-09,314.99,43054.79,1535.21,98.79,2.8608,2008-12-02 00:00:00,0.035
2009-03-06,317.27,43282.80,1543.23,98.37,2.8735,2008-12-01 00:00:00,0.025
2009-03-05,319.27,43370.21,1568.59,97.92,2.8133,2008-11-28 00:00:00,0.036
2009-03-04,328.85,43741.04,1601.67,99.08,2.9781,2008-11-26 00:00:00,0.071
2009-03-03,320.76,42434.57,1562.56,98.30,2.8862,2008-11-25 00:00:00,0.122
2009-03-02,323.81,42376.86,1588.45,97.21,2.8643,2008-11-24 00:00:00,0.025
2009-02-27,338.80,43896.63,1658.72,97.52,3.0205,2008-11-21 00:00:00,0.03
2009-02-26,343.46,44164.62,1669.01,98.39,3.0000,2008-11-20 00:00:00,0.02
2009-02-25,343.74,44259.57,1647.89,97.67,2.9245,2008-11-19 00:00:00,0.061
2009-02-24,344.25,43988.82,1638.81,96.78,2.8060,2008-11-18 00:00:00,0.132
2009-02-23,339.35,44514.57,1652.95,94.47,2.7554,2008-11-17 00:00:00,0.101
2009-02-20,346.34,44084.78,1668.17,93.13,2.7915,2008-11-14 00:00:00,0.122
2009-02-19,353.74,45301.64,1719.35,94.28,2.8567,2008-11-13 00:00:00,0.198
2009-02-18,354.88,44995.56,1714.62,93.81,2.7662,2008-11-12 00:00:00,0.147
2009-02-17,356.16,45145.37,1722.92,92.35,2.6515,2008-11-10 00:00:00,0.223
2009-02-16,369.60,46906.74,1769.33,91.70,2.8149,2008-11-07 00:00:00,0.284
2009-02-13,371.04,47226.56,1783.34,91.95,2.8949,2008-11-06 00:00:00,0.304
2009-02-12,371.50,46394.18,1775.01,90.87,2.7880,2008-11-05 00:00:00,0.406
2009-02-11,373.87,47080.20,1802.45,90.43,2.7572,2008-11-04 00:00:00,0.487
2009-02-10,372.94,47454.84,1801.52,90.30,2.8189,2008-11-03 00:00:00,0.452
2009-02-09,384.42,47556.46,1832.02,91.46,2.9934,2008-10-31 00:00:00,0.442
2009-02-06,383.64,47180.04,1830.37,91.98,2.9882,2008-10-30 00:00:00,0.36
2009-02-05,375.12,45678.39,1801.96,91.12,2.9191,2008-10-29 00:00:00,0.553
2009-02-04,372.72,45583.82,1810.91,89.46,2.9389,2008-10-28 00:00:00,0.777
2009-02-03,370.23,44897.41,1777.80,89.25,2.8929,2008-10-27 00:00:00,0.752
2009-02-02,365.64,44329.32,1759.24,89.46,2.7174,2008-10-24 00:00:00,0.879
2009-01-30,369.49,45175.28,1794.70,89.97,2.8509,2008-10-23 00:00:00,0.976
2009-01-29,375.29,45070.19,1817.61,89.93,2.8638,2008-10-22 00:00:00,1.032
2009-01-28,382.61,45034.05,1833.47,90.38,2.6717,2008-10-21 00:00:00,1.088
2009-01-27,372.58,44042.55,1795.34,88.92,2.5291,2008-10-20 00:00:00,1.093
2009-01-26,368.31,43763.39,1771.86,89.00,2.6463,2008-10-17 00:00:00,0.808
2009-01-23,364.10,43314.09,1737.95,88.81,2.6155,2008-10-16 00:00:00,0.497
2009-01-22,365.14,43649.84,1761.09,88.79,2.5991,2008-10-15 00:00:00,0.228
2009-01-21,368.43,43784.58,1761.73,89.43,2.5462,2008-10-14 00:00:00,0.269
2009-01-20,362.54,44008.11,1778.79,89.80,2.3821,2008-10-10 00:00:00,0.233
2009-01-19,375.52,45081.91,1807.90,90.67,2.4533,2008-10-09 00:00:00,0.513
2009-01-16,376.88,45263.39,1820.31,90.69,2.3422,2008-10-08 00:00:00,0.563
2009-01-15,373.06,44760.77,1796.29,89.78,2.2105,2008-10-07 00:00:00,0.701
2009-01-14,376.25,45820.75,1831.69,89.08,2.2059,2008-10-06 00:00:00,0.447
2009-01-13,387.26,46219.91,1882.76,89.13,2.2974,2008-10-03 00:00:00,0.508
2009-01-12,390.31,46442.57,1924.45,89.13,2.3094,2008-10-02 00:00:00,0.701
2009-01-09,397.30,47498.75,1942.57,90.31,2.3934,2008-10-01 00:00:00,0.798
2009-01-08,403.01,47856.60,1959.01,91.07,2.4448,2008-09-30 00:00:00,0.91
2009-01-07,405.26,48795.24,1986.57,92.62,2.4975,2008-09-29 00:00:00,0.132
2009-01-06,413.28,49781.60,2000.42,93.66,2.4505,2008-09-26 00:00:00,0.843
2009-01-05,409.54,49346.60,1982.26,93.37,2.4846,2008-09-25 00:00:00,0.782
2009-01-02,406.55,47954.32,1953.78,92.22,2.3605,2008-09-24 00:00:00,0.457
2009-01-01,395.92,46532.21,1914.31,90.76,2.2205,2008-09-23 00:00:00,0.803
2008-12-31,395.92,46532.21,1914.31,90.60,2.2205,2008-09-22 00:00:00,0.904
2008-12-30,392.54,46376.89,1908.83,90.28,2.0563,2008-09-19 00:00:00,1.006
2008-12-29,385.46,45946.63,1882.67,90.56,2.1037,2008-09-18 00:00:00,0.228
2008-12-26,383.50,45591.33,1861.80,90.69,2.1367,2008-09-17 00:00:00,0.041
2008-12-25,381.64,45751.65,1856.06,90.39,2.1885,2008-09-16 00:00:00,0.696
2008-12-24,381.64,45751.65,1850.34,90.47,2.1885,2008-09-15 00:00:00,0.792
2008-12-23,382.28,46046.57,1865.90,90.86,2.1827,2008-09-12 00:00:00,1.47
2008-12-22,384.62,46845.39,1869.14,90.15,2.1733,2008-09-11 00:00:00,1.629
2008-12-19,390.04,47739.96,1880.89,89.12,2.1312,2008-09-10 00:00:00,1.634
2008-12-18,390.54,48208.75,1890.98,89.38,2.0853,2008-09-09 00:00:00,1.654
2008-12-17,394.40,48277.38,1887.45,87.31,2.1996,2008-09-08 00:00:00,1.695
2008-12-16,394.81,47656.37,1879.99,88.93,2.2640,2008-09-05 00:00:00,1.756
2008-12-15,384.83,47005.99,1877.67,90.73,2.5195,2008-09-04 00:00:00,1.675
2008-12-12,384.93,46220.13,1859.07,91.10,2.5756,2008-09-03 00:00:00,1.706
2008-12-11,389.19,47455.36,1915.91,91.71,2.6087,2008-09-02 00:00:00,1.669
2008-12-10,394.35,47525.95,1910.87,92.61,2.6892,2008-08-29 00:00:00,1.726
2008-12-09,389.03,45801.51,1894.91,92.12,2.6518,2008-08-28 00:00:00,1.736
2008-12-08,391.44,45697.06,1872.45,92.84,2.7430,2008-08-27 00:00:00,1.654
2008-12-05,373.23,43018.50,1770.81,92.87,2.7003,2008-08-26 00:00:00,1.695
2008-12-04,370.79,43008.69,1817.94,92.17,2.5530,2008-08-25 00:00:00,1.68
2008-12-03,376.97,42871.53,1825.29,93.35,2.6568,2008-08-22 00:00:00,1.71
2008-12-02,371.04,42802.92,1809.36,93.37,2.6929,2008-08-21 00:00:00,1.711
2008-12-01,366.05,43643.83,1818.32,93.21,2.7292,2008-08-20 00:00:00,1.695
2008-11-28,390.49,44475.92,1891.06,95.47,2.9200,2008-08-19 00:00:00,1.803
2008-11-27,385.82,44177.81,1869.81,95.37,3.0048,2008-08-18 00:00:00,1.777
2008-11-26,381.85,43286.56,1833.36,95.58,2.9889,2008-08-15 00:00:00,1.848
2008-11-25,375.43,42331.60,1846.02,95.24,3.1113,2008-08-14 00:00:00,1.864
2008-11-24,370.79,41390.10,1814.73,97.04,3.3290,2008-08-13 00:00:00,1.849
2008-11-21,350.87,40363.40,1717.81,95.86,3.2225,2008-08-12 00:00:00,1.854
2008-11-20,341.09,39890.73,1729.39,94.05,3.0078,2008-08-11 00:00:00,1.797
2008-11-19,360.70,41594.18,1800.07,95.90,3.3368,2008-08-08 00:00:00,1.685
2008-11-18,377.23,42221.15,1857.02,96.96,3.5293,2008-08-07 00:00:00,1.68
2008-11-17,377.15,43704.68,1862.54,96.36,3.6578,2008-08-06 00:00:00,1.634
2008-11-14,385.68,44235.61,1900.09,96.92,3.7311,2008-08-05 00:00:00,1.736
2008-11-13,391.75,44013.99,1877.29,97.58,3.8563,2008-08-04 00:00:00,1.71
2008-11-12,382.00,44582.77,1906.20,94.86,3.6560,2008-08-01 00:00:00,1.659
2008-11-11,396.70,45858.34,1947.96,97.69,3.7585,2008-07-31 00:00:00,1.67
2008-11-10,409.33,47489.08,2028.14,97.99,3.7585,2008-07-30 00:00:00,1.7
2008-11-07,407.56,46138.18,1993.07,98.27,3.7929,2008-07-29 00:00:00,1.721
2008-11-06,400.94,45498.06,1984.31,97.75,3.6905,2008-07-28 00:00:00,1.695
2008-11-05,423.50,48154.82,2106.10,98.56,3.7038,2008-07-25 00:00:00,1.741
2008-11-04,433.95,48531.64,2099.06,99.61,3.7323,2008-07-24 00:00:00,1.634
2008-11-03,417.12,47454.87,2010.57,99.13,3.9122,2008-07-23 00:00:00,1.547
2008-10-31,414.60,46323.28,1983.78,98.44,3.9703,2008-07-22 00:00:00,1.552
2008-10-30,410.13,45495.54,1971.72,98.61,3.9722,2008-07-21 00:00:00,1.424
2008-10-29,396.26,41900.35,1907.20,97.41,3.8585,2008-07-18 00:00:00,1.475
2008-10-28,386.87,40740.60,1795.95,98.74,3.8470,2008-07-17 00:00:00,1.389
2008-10-27,361.60,38425.40,1744.41,92.79,3.6931,2008-07-16 00:00:00,1.363
2008-10-24,375.33,40108.40,1808.91,94.27,3.6818,2008-07-15 00:00:00,1.409
2008-10-23,392.82,43286.28,1911.74,97.83,3.6783,2008-07-14 00:00:00,1.455
2008-10-22,393.69,44935.92,1931.27,97.86,3.5977,2008-07-11 00:00:00,1.577
2008-10-21,417.55,47594.14,2039.68,100.35,3.7369,2008-07-10 00:00:00,1.67
2008-10-20,423.30,47769.85,2026.52,101.89,3.8607,2008-07-09 00:00:00,1.803
2008-10-17,405.59,46067.89,1952.44,101.65,3.9376,2008-07-08 00:00:00,1.905
2008-10-16,401.70,47367.87,1889.78,101.60,3.9685,2008-07-07 00:00:00,1.812
2008-10-15,407.36,49782.99,2017.84,99.59,3.9550,2008-07-03 00:00:00,1.853
2008-10-14,437.02,52845.94,2115.70,102.18,4.0811,2008-07-02 00:00:00,1.808
2008-10-13,425.54,50535.07,2005.94,101.99,4.0850,2008-07-01 00:00:00,1.864
2008-10-10,391.27,47876.56,1872.71,100.64,3.8762,2008-06-30 00:00:00,1.72
2008-10-09,409.35,49903.64,2027.76,99.42,3.7850,2008-06-27 00:00:00,1.639
2008-10-08,426.44,49556.41,2051.63,99.25,3.6476,2008-06-26 00:00:00,1.711
2008-10-07,442.00,52465.88,2186.16,101.33,3.5065,2008-06-25 00:00:00,1.803
2008-10-06,456.18,52932.41,2200.53,101.81,3.4624,2008-06-24 00:00:00,1.859
2008-10-03,482.17,56884.74,2356.21,105.30,3.6031,2008-06-23 00:00:00,1.894
2008-10-02,484.58,58163.82,2334.97,105.34,3.6313,2008-06-20 00:00:00,1.869
2008-10-01,499.85,59453.93,2374.06,105.78,3.7457,2008-06-19 00:00:00,1.915
2008-09-30,499.02,59617.39,2348.49,106.03,3.8291,2008-06-18 00:00:00,1.92
2008-09-29,486.15,58401.77,2353.32,104.03,3.5739,2008-06-17 00:00:00,1.982
2008-09-26,519.35,61187.89,2457.80,105.97,3.8577,2008-06-16 00:00:00,1.945
2008-09-25,523.67,62144.78,2495.11,106.41,3.8540,2008-06-13 00:00:00,1.992
2008-09-24,516.13,61581.07,2464.71,106.26,3.8123,2008-06-12 00:00:00,2.007
2008-09-23,517.21,61282.46,2474.56,105.50,3.8048,2008-06-11 00:00:00,1.931
2008-09-22,525.42,62767.97,2510.98,105.41,3.8465,2008-06-10 00:00:00,2.013
2008-09-19,535.91,62553.14,2522.04,107.42,3.8162,2008-06-09 00:00:00,1.899
2008-09-18,505.92,57511.16,2353.83,105.55,3.5492,2008-06-06 00:00:00,1.843
2008-09-17,498.14,57191.71,2382.11,104.32,3.4210,2008-06-05 00:00:00,1.859
2008-09-16,514.02,58478.05,2419.26,105.72,3.4394,2008-06-04 00:00:00,1.854
2008-09-15,518.60,60846.16,2495.01,104.53,3.3904,2008-06-03 00:00:00,1.854
2008-09-12,538.38,62837.88,2563.11,107.92,3.7224,2008-06-02 00:00:00,1.833
2008-09-11,533.20,62143.72,2522.01,107.15,3.6480,2008-05-30 00:00:00,1.905
2008-09-10,533.27,62944.51,2555.49,107.60,3.6370,2008-05-29 00:00:00,1.879
2008-09-09,532.90,63354.53,2573.09,106.81,3.5741,2008-05-28 00:00:00,1.9
2008-09-08,546.43,65374.35,2602.41,108.31,3.6948,2008-05-27 00:00:00,1.915
2008-09-05,533.15,63808.69,2513.48,107.74,3.6986,2008-05-23 00:00:00,1.858
2008-09-04,538.26,64740.72,2575.53,106.59,3.6282,2008-05-22 00:00:00,1.869
2008-09-03,552.49,66012.94,2637.82,108.34,3.7046,2008-05-21 00:00:00,1.869
2008-09-02,556.51,66874.73,2665.02,108.64,3.7383,2008-05-20 00:00:00,1.849
2008-09-01,557.74,66962.86,2654.06,108.04,3.8247,2008-05-19 00:00:00,1.858
2008-08-29,560.22,68032.70,2671.64,108.79,3.8247,2008-05-16 00:00:00,1.838
2008-08-28,560.93,67914.28,2642.87,109.46,3.7836,2008-05-15 00:00:00,1.843
2008-08-27,554.50,67715.52,2616.12,109.54,3.7649,2008-05-14 00:00:00,1.818
2008-08-26,550.85,66847.14,2611.14,109.58,3.7799,2008-05-13 00:00:00,1.957
2008-08-25,550.61,67341.42,2614.13,109.32,3.7856,2008-05-12 00:00:00,1.817
2008-08-22,555.30,67386.00,2609.37,110.01,3.8742,2008-05-09 00:00:00,1.689
2008-08-21,549.65,67391.13,2573.38,108.35,3.8328,2008-05-08 00:00:00,1.659
2008-08-20,551.03,67848.37,2595.30,109.79,3.8047,2008-05-07 00:00:00,1.685
2008-08-19,546.87,66745.62,2582.44,109.69,3.8367,2008-05-06 00:00:00,1.633
2008-08-18,555.58,67753.48,2646.34,110.08,3.8179,2008-05-05 00:00:00,1.582
2008-08-15,559.49,68619.68,2640.70,110.49,3.8443,2008-05-02 00:00:00,1.525
2008-08-14,559.11,69096.08,2636.46,109.73,3.8973,2008-05-01 00:00:00,1.408
2008-08-13,556.72,68478.05,2630.57,109.47,3.9390,2008-04-30 00:00:00,1.352
2008-08-12,561.61,68869.29,2681.92,109.21,3.9011,2008-04-29 00:00:00,1.485
2008-08-11,565.37,69203.26,2688.62,110.08,3.9981,2008-04-28 00:00:00,1.387
2008-08-08,560.87,69111.21,2655.34,110.17,3.9352,2008-04-25 00:00:00,1.367
2008-08-07,555.06,69603.62,2645.23,109.43,3.9276,2008-04-24 00:00:00,1.26
2008-08-06,560.59,69766.03,2657.32,109.71,4.0599,2008-04-23 00:00:00,1.219
2008-08-05,555.06,68769.87,2621.62,108.29,4.0225,2008-04-22 00:00:00,1.295
2008-08-04,545.78,69194.00,2580.37,108.22,3.9697,2008-04-21 00:00:00,1.321
2008-08-01,551.67,70602.81,2605.56,107.66,3.9424,2008-04-18 00:00:00,1.341
2008-07-31,557.34,71465.47,2643.98,107.82,3.9579,2008-04-17 00:00:00,1.285
2008-07-30,560.36,71252.94,2642.67,108.10,4.0498,2008-04-16 00:00:00,1.122
2008-07-29,550.78,69710.76,2602.30,108.10,4.0439,2008-04-15 00:00:00,1.168
2008-07-28,546.81,70308.05,2611.34,107.44,4.0066,2008-04-14 00:00:00,1.065
2008-07-25,552.80,70317.70,2629.68,107.85,4.1029,2008-04-11 00:00:00,1.203
2008-07-24,554.97,71601.27,2656.47,107.36,3.9987,2008-04-10 00:00:00,1.213
2008-07-23,562.57,72136.46,2668.38,107.95,4.1204,2008-04-09 00:00:00,1.3
2008-07-22,557.11,71172.20,2623.42,107.34,4.1046,2008-04-08 00:00:00,1.372
2008-07-21,554.17,71595.27,2617.80,106.41,4.0397,2008-04-07 00:00:00,1.392
2008-07-18,550.66,70255.74,2597.47,106.95,4.0887,2008-04-04 00:00:00,1.254
2008-07-17,549.02,70851.78,2574.38,106.25,3.9966,2008-04-03 00:00:00,1.306
2008-07-16,540.58,69902.32,2518.28,105.04,3.9383,2008-04-02 00:00:00,1.357
2008-07-15,533.89,69858.24,2507.57,104.63,3.8284,2008-04-01 00:00:00,1.336
2008-07-14,544.13,71661.45,2568.23,106.14,3.8629,2008-03-31 00:00:00,1.264
2008-07-11,545.49,71747.00,2561.68,106.21,3.9731,2008-03-28 00:00:00,1.29
2008-07-10,551.96,71493.79,2608.39,107.07,3.7997,2008-03-27 00:00:00,1.173
2008-07-09,553.20,71366.76,2645.00,106.75,3.8170,2008-03-26 00:00:00,1.203
2008-07-08,554.92,70746.09,2607.91,107.43,3.8880,2008-03-25 00:00:00,0.973
2008-07-07,555.60,71844.66,2651.99,107.14,3.9092,2008-03-24 00:00:00,0.514
2008-07-04,554.74,71409.14,2619.45,106.81,3.9866,2008-03-20 00:00:00,0.519
2008-07-03,557.06,71628.93,2639.79,106.73,3.9905,2008-03-19 00:00:00,0.55
2008-07-02,557.63,73133.99,2634.02,105.86,3.9594,2008-03-18 00:00:00,0.749
2008-07-01,565.69,74186.54,2654.39,106.07,4.0079,2008-03-17 00:00:00,0.626
2008-06-30,569.67,75242.34,2697.92,106.09,3.9749,2008-03-14 00:00:00,1.111
